seq,identity,kind,section,title,artist,date,material,accession,qid,gallery,gallery_why,onview_raw,image,url,desc
359,acc:E5037,official,oceanic-art,Bure kalou (spirit house),Fijian artist,early 19th century,"Coconut fiber, wood, shell",E5037,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_SpiritHouse_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Fijian artist, Bure kalou (spirit house), early 19th century. Coconut fiber, wood, shell. Gift of Joseph Winn Jr., 1835. E5037."
360,acc:E5299,official,oceanic-art,Kupe'e hoaka (boar tusk bracelet),Kanaka Maoli (Native Hawaiian) artist,late 18th century,Wild boar tusks and fiber,E5299,,,展览《Salem Stories》：页面未点名展厅,On view in Salem Stories.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_Kupeehoaka_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Kanaka Maoli (Native Hawaiian) artist, Kupe'e hoaka (boar tusk bracelet), late 18th century. Wild boar tusks and fiber. Gift of Nathaniel Silsbee, 1800. E5299. Photo by Jeffrey R. Dykes/PEM."
361,acc:E5351,official,oceanic-art,Fan,Marquesan artist,,"Wood, pandanus, coconut fiber",E5351,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Oceanic_Fan_1200px.jpg,https://www.pem.org/the-pem-collection/oceanic-art,"Marquesan artist, Fan. Wood, pandanus, coconut fiber. Gift of Clifford Crowninshield and Matthew Folger, 1802. E5351."
362,acc:750S433,official,phillips-library-collection,Scrapbook containing ancestor portraits of Chinese men and women,Artist in China,about 1880-1911,Watercolor and ink on paper,750 S433 ++,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_AncestorPortraits_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Artist in China, Scrapbook containing ancestor portraits of Chinese men and women, about 1880–1911. Watercolor and ink on paper. Phillips Library. Gift of Thomas Franklin Hunt, before 1898; or purchase, Ward Memorial Fund, after 1900. China Ward Collection. 750 S433 ++."
363,acc:E44,official,phillips-library-collection,Designs for fur coats,Frank G. Speck,1927,Ink on paper,E44; box 1; folder 13,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_FurCoatDesign_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Frank G. Speck, Designs for fur coats, 1927. Ink on paper. Phillips Library. Gift of Dr. Frank G. Speck. Frank G. Speck Papers, 1908-1949. E44, box 1, folder 13."
364,acc:FAM.MSS.611,official,phillips-library-collection,The New Testament of our Lord and Saviour Jesus Christ,,1862,Book with leather cover and encased bullet,Fam. Mss. 611; box 1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_SaviourJesusChrist_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"The New Testament of our Lord and Saviour Jesus Christ (New York: American Bible Society, 1862). Book with leather cover and encased bullet. Phillips Library. Charles William Merrill Papers, 1861–63. Fam. Mss. 611, box 1."
365,acc:G7964.N26E573,official,phillips-library-collection,"Map of Nagasaki, Hizen Province, Japan (Hizen Nagasaki zu)",Kumamoto Ensai,1696,Ink and color on paper,G7964.N26 E573,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_NagasakiMap_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Kumamoto Ensai, Map of Nagasaki, Hizen Province, Japan (Hizen Nagasaki zu), 1696. Ink and color on paper. Phillips Library. Gift of Mr. Philip Hofer and Mr. Francis B. Lothrop, 1972. G7964.N26 E573."
366,acc:MSS15,official,phillips-library-collection,Cleopatra's Barge (Yacht) journal,George Crowninshield Jr.,1817,"Ink, watercolor, and pencil on paper",MSS 15; Box 21,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_CleopatraBargeJournal_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"George Crowninshield Jr., Cleopatra's Barge (Yacht) journal, 1817. Ink, watercolor, and pencil on paper. Phillips Library. Purchase, Elizabeth Rogers Fund, 2022. Crowninshield family papers. MSS 15, Box 21."
367,acc:MSS264,official,phillips-library-collection,Study for the front elevation of Derby Mansion,Samuel McIntire,1795-98,Pen and ink on paper,MSS 264; box 3; folder 3 #21,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_DerbyMansion_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Samuel McIntire, Study for the front elevation of Derby Mansion, 1795–98. Pen and ink on paper. Phillips Library. Gift of Richard H. Derby, before 1900. Samuel McIntire Papers. MSS 264, box 3, folder 3 #21."
368,acc:MSS271,official,phillips-library-collection,"Account of Lafayette Dinner, August 30, 1824",John Remond (about 1788-1874),"August 30, 1824",Ink on paper,MSS 271; box 2; folder 3,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_LafayetteDinner_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"John Remond (about 1788–1874), Account of Lafayette Dinner, August 30, 1824. Ink on paper. Phillips Library. Gift of Miss Cecilia R. Babcock, June 22, 1915. Remond Family Papers. MSS 271, box 2, folder 3."
369,acc:MSS322,official,phillips-library-collection,Commonplace book,Henry Tiffin,1748-76,Book; watercolor and ink on paper,MSS 322,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_CommonplaceBook_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Henry Tiffin, Commonplace book, 1748–76. Book; watercolor and ink on paper. Phillips Library. Gift of Mrs. Anna Glen Butler Vietor, 1982. MSS 322."
370,acc:MSS831,official,phillips-library-collection,Massachusetts Colony five-shilling note,Massachusetts General Court,1690,Ink on paper,MSS 831,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/general/LibraryCollection_5_shilling_note_1200.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Massachusetts General Court, Massachusetts Colony five-shilling note, 1690. Ink on paper. Phillips Library. Currency Collection, 1690–1910. MSS 831."
371,acc:MSS871,official,phillips-library-collection,Illustrated note,Sayed Haider (S.H.) Raza,1984,Ink on paper,MSS 871; box 6; folder 3; item 24,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_IllustratedNote_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Sayed Haider (S.H.) Raza, Illustrated note, 1984. Ink on paper. Phillips Library. Gift of Chester and Davida Herwitz, 2002. Chester and Davida Herwitz Collection, 1952-2011. MSS 871, box 6, folder 3, item 24."
372,acc:N7433.4.C639A582017,official,phillips-library-collection,America: A Hymnal,Bethany Collins,2017,Book with 100 laser-cut leaves,N7433.4 .C639 A58 2017 +,,,our special exhibitions gallery —— 已登记为不对应实体展厅,On view in our special exhibitions gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_BethanyCollins_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Bethany Collins, America: A Hymnal, 2017, book with 100 laser-cut leaves. Published by Candor Arts/Matt Austin and PATRON Gallery. Purchase, 2018. Phillips Library, Peabody Essex Museum, N7433.4 .C639 A58 2017 +. Photo by Tim Johnson. Courtesy of the Artist and PATRON Gallery, Chicago."
373,acc:NA1547.P3I891925,official,phillips-library-collection,Shina Pekinjo Kenchiku (plate 18),Ito Chuta,1925,,NA1547.P3 I89 1925 +,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_ShinaPekinjo%CC%84Kenchiku_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Itō Chūta. 支那北京城建築 = Shina Pekinjō Kenchiku (plate 18), 1925. Phillips Library. Gift of Scott Offen, Herbert Offen Research Collection, 2004. NA1547.P3 I89 1925 +."
374,sec:phillips-library-collection#petition of mary esty september 15 1692,official,phillips-library-collection,"Petition of Mary Esty, September 15, 1692",,"September 15, 1692",Ink on paper,,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Library_PetitionMaryEsty_1200px.jpg,https://www.pem.org/the-pem-collection/phillips-library-collection,"Petition of Mary Esty, September 15, 1692. Ink on paper. Property of the Massachusetts Supreme Judicial Court, Division of Archives and Records Preservation. Digital image courtesy of Phillips Library."
375,acc:112333.DUP,official,photography,"Portrait of William Lloyd Garrison, George Thompson, and Wendell Phillips","Albert Sands Southworth (1811-1894, United States) and Josiah Johnson Hawes (1808-1901, United States)",about 1850,"Daguerreotype, whole plate",112333.DUP,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_SeatedMen_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Albert Sands Southworth (1811–1894, United States) and Josiah Johnson Hawes (1808–1901, United States), Portrait of William Lloyd Garrison, George Thompson, and Wendell Phillips, about 1850. Daguerreotype, whole plate. Museum purchase, 1921. 112333.DUP."
376,acc:1231,official,photography,"Pont Neuf, Paris","Attributed to Vincent Chevalier (1771-1841, France)",about 1839,"Daguerreotype, half plate",1231,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_PontNeuf_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Attributed to Vincent Chevalier (1771–1841, France), Pont Neuf, Paris, about 1839. Daguerreotype, half plate. Gift of John Burley, 1858. 1231."
377,acc:2014.28.11.2,official,photography,"Cinquefoil, from the Ephemera portfolio","Olivia Parker (b. 1941, United States)","1975, printed 1977",Gelatin silver print,2014.28.11.2,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_Cinquefoil_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Olivia Parker (b. 1941, United States), Cinquefoil, From the Ephemera portfolio, 1975, printed 1977. Gelatin silver print. Gift of the artist. 2014.28.11.2."
378,acc:2014.43.1,official,photography,Scrimshaw Carver,Artist in the United States,about 1890,Cyanotype print,2014.43.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_ScrimshawCarver_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Artist in the United States, Scrimshaw Carver, about 1890. Cyanotype print. Museum purchase. 2014.43.1."
379,acc:2016.70.19,official,photography,"Canyonlands, Utah","Michael A. Smith (1942-2018, United States)",1993,Gelatin silver print,2016.70.19,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_Canyonlands_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Michael A. Smith (1942–2018, United States), Canyonlands, Utah, 1993. Gelatin silver print. Gift of Garrett Gunderson. 2016.70.19."
380,acc:FIC2016.10.1,official,photography,Japanese Woman at Her Toilette,"Kusakabe Kimbei (1841-1934, Japan)",about 1880,Albumen print with hand coloring,FIC2016.10.1,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_WomanToilette_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Kusakabe Kimbei (1841–1934, Japan), Japanese Woman at Her Toilette, about 1880. Albumen print with hand coloring. Edward Sylvester Morse Collection. FIC2016.10.1."
381,acc:PH104.17,official,photography,"Wounded Soldiers Being Tended in the Field after the Battle of Chancellorsville near Fredericksburg, VA",Studio of Mathew B. Brady,1863,Albumen print,PH104.17,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_WoundedSoldiers_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Studio of Mathew B. Brady, Wounded Soldiers Being Tended in the Field after the Battle of Chancellorsville near Fredericksburg, VA, 1863. Albumen print. Gift of Mrs. William C. Endicott, in honor of William C. Endicott, 1911. PH104.17."
382,acc:PH188,official,photography,"View of the Beach, The Mangrove Coast, Florida","Walker Evans (1903-1975, United States)",1941,Gelatin silver print,PH188,,,展览《On This Ground: Being and Belonging in America》：2 个展厅，歧义，不采用,On view in On This Ground: Being and Belonging in America.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_MangroveCoast_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Walker Evans (1903–1975, United States), View of the Beach, The Mangrove Coast, Florida, 1941. Gelatin silver print. Gift of Joan and Clark Worswick, 1999. PH188."
383,acc:PH2.83,official,photography,"Treasury Street, Canton","Felice Beato (1832-1909, United Kingdom, born in Italy)",1860,Albumen print,PH2.83,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_TreasuryStreet_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Felice Beato (1832–1909, United Kingdom, born in Italy), Treasury Street, Canton, 1860. Albumen print. Gift of Howard Corning, Albert Farley Heard Collection, before 1956, PH2.83."
384,acc:PH26.19,official,photography,"The Island Pagoda, from the album Foochow and the River Min","John Thomson (1837-1921, Scotland)",1873,Carbon print,PH26.19,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_IslandPagoda_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"John Thomson (1837–1921, Scotland), The Island Pagoda, From the album Foochow and the River Min, 1873. Carbon print. Gift of the Estate of Mrs. Anthony Rives, 1973. PH26.19."
385,acc:PH285.351,official,photography,Whalers Rousseau and Desdemona,"Edwin Hale Lincoln (1848-1938, United States)",1889,Platinum print,PH285.351,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_WhalersRousseau_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Edwin Hale Lincoln (1848–1938, United States), Whalers Rousseau and Desdemona, 1889. Platinum print. Museum purchase, 1972. PH285.351."
386,acc:PH78.33,official,photography,Portrait of a Woman (Possibly Empress Myeongseong),Artist in Korea,1887-1892,Albumen print,PH78.33,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_PortraitWoman_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Artist in Korea, Portrait of a Woman (Possibly Empress Myeongseong), 1887–1892. Albumen print. Museum purchase, made possible by John O. and Olivia Hood Parker, 2001. PH78.33."
387,acc:PH80.6,official,photography,"Khamba Jong, Tibet, from the album Tibet and Lhasa","John Claude White (1853-1918, United Kingdom)",1907-08,Carbon print,PH80.6,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_KhambaJong_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"John Claude White (1853–1918, United Kingdom), Khamba Jong, Tibet, from the album Tibet and Lhasa, 1907–08. Carbon print. Anonymous donor, 2000. PH80.6."
388,acc:PH81.110,official,photography,A Royal Family,"Lala Deen Dayal (1844-1905, India)",late 19th century,Gelatin silver print,PH81.110,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_Photography_RoyalFamily_1200px.jpg,https://www.pem.org/the-pem-collection/photography,"Lala Deen Dayal (1844–1905, India), A Royal Family, late 19th century. Gelatin silver print. Museum purchase, made possible by an anonymous donor, 2000. PH81.110."
389,acc:E18001,official,south-asian-art,Protector Goddess,"Artists in Kerala, India",mid-19th century,Wood and pigment,E18001,,Louise Du Pont Crowninshield Gallery,展览《Powerful Figures》的展览页点名：Louise Du Pont Crowninshield Gallery,On view in Powerful Figures.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_ProtectorGoddess_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Artists in Kerala, India, Protector Goddess, mid-19th century. Wood and pigment. Gift of Robert P. Gay, 1921. E18001."
390,acc:E300456,official,south-asian-art,Woman '95,G. Ravinder Reddy,1995,Fiberglass and gilding,E300456,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_Woman95_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"G. Ravinder Reddy (b. 1956, India), Woman ’95, 1995. Fiberglass and gilding. Gift of the Chester and Davida Herwitz Collection, 1999, E300456."
391,acc:E301030,official,south-asian-art,August '81,Biren De,1981,Oil on canvas,E301030,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_August81_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Biren De (1926–2011, India), August ‘81, 1981. Oil on canvas. Gift of the Chester and Davida Herwitz Collection, 2001. E301030."
392,acc:E301088,official,south-asian-art,Old Arguments on Indigenism,Nalini Malani,1989,Acrylic and oil on canvas,E301088,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_OldArguments_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Nalini Malani (b. 1946, India), Old Arguments on Indigenism, 1989. Acrylic and oil on canvas. Gift of the Chester and Davida Herwitz Collection, 2001. E301088."
393,acc:E301092,official,south-asian-art,2nd October,Atul Dodiya,1993,Acrylic and oil on canvas,E301092,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_2ndOctober_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Atul Dodiya (b. 1959, India), 2nd October, 1993. Acrylic and oil on canvas. Gift of the Chester and Davida Herwitz Collection, 2001. E301092."
394,acc:E301099,official,south-asian-art,Untitled,Tyeb Mehta,1973,Acrylic on canvas,E301099,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_TyebMehta_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Tyeb Mehta (1925–2009, India), Untitled, 1973. Acrylic on canvas. Gift of the Chester and Davida Herwitz Collection, 2001. E301099. Courtesy of the Estate of Tyeb Mehta."
395,acc:E301146,official,south-asian-art,Man,Maqbool Fida (M.F.) Husain,1951,Oil on fiberboard,E301146,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_Man_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Maqbool Fida (M.F.) Husain (1915–2011, India), Man, 1951. Oil on fiberboard. Gift of the Chester and Davida Herwitz Collection, 2001. E301146. Estate of M.F. Husain."
396,acc:E301248,official,south-asian-art,Bindu La Terre,Sayed Haider (S.H.) Raza,1983,Oil on canvas,E301248,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_BinduLaTerre_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Sayed Haider (S.H.) Raza (1922–2016, India), Bindu La Terre, 1983. Oil on canvas. Gift of the Chester and Davida Herwitz Collection, 2003. E301248."
397,acc:E301289,official,south-asian-art,Two Men with Hand Cart,Gieve Patel,1979,Oil on canvas,E301289,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_TwoMenHandCart_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Gieve Patel (b. 1940, India), Two Men with Hand Cart, 1979. Oil on canvas. Gift of the Chester and Davida Herwitz Collection, 2003. E301289."
398,acc:E301396,official,south-asian-art,Girl Eating Rasagolla,K.G. Subramanyan,1980,Reverse painting on acrylic,E301396,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_GirlEatingRasagolla_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"K.G. Subramanyan (1924–2016, India), Girl Eating Rasagolla, 1980. Reverse painting on acrylic. Gift of the Chester and Davida Herwitz Collection, 2001. E301396."
399,acc:E302104,official,south-asian-art,Hanuman Revealing Rama and Sita in his Heart,"Artists in Kolkata, India",19th century,Watercolor and tin on paper,E302104,,,页面未写在展,,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_HanumanRevealingRama_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Artists in Kolkata, India, Hanuman Revealing Rama and Sita in his Heart, 19th century. Watercolor and tin on paper. Museum purchase, made possible by an anonymous donor, 2003. E302104."
400,acc:E9923,official,south-asian-art,Devotee of Krishna,Kashinath Pal in Krishnanagar,about 1823,"Unfired clay, paint, textile",E9923,,,South Asian Art Gallery —— 已登记为不对应实体展厅,On view in the South Asian Art Gallery.,https://s3.us-east-1.amazonaws.com/pem-org/images/Collection_SouthAsian_DevoteeKrishna_1200px.jpg,https://www.pem.org/the-pem-collection/south-asian-art,"Kashinath Pal in Krishnanagar, Devotee of Krishna, about 1823. Unfired clay, paint, textile. Gift of Captain James Buffington Briggs/Capt. Benjamin Vanderford, 1823. E9923."
401,acc:100924.A,wikidata,,Portrait of Captain William B. Aiken,http://www.wikidata.org/.well-known/genid/69b55076216ed25316e4f630d3cc2e67,1800-01-01T00:00:00Z,canvas; oil paint,100924.A,Q65109174,,页面未写在展,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20William%20B.%20Aiken.jpg,https://www.wikidata.org/wiki/Q65109174,
402,acc:103354,wikidata,,Portrait of Charlotte Story Forrester,Jane Stuart; Gilbert Stuart,1825-01-01T00:00:00Z,panel; oil paint,103354,Q65115249,,页面未写在展,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Charlotte%20Story%20Forrester.jpg,https://www.wikidata.org/wiki/Q65115249,
403,acc:103818,wikidata,,Portrait of Nancy Blood Story,http://www.wikidata.org/.well-known/genid/78be3d4fca3219dd31290af001fdac5c,1835-01-01T00:00:00Z,canvas; oil paint,103818,Q65115267,,页面未写在展,,http://commons.wikimedia.org/wiki/Special:FilePath/Nancy%20Blood%20Story%2C%20unknown%20artist%2C%20New%20England%2C%20c.%201835%2C%20oil%20on%20canvas%20-%20Peabody%20Essex%20Museum%20-%20DSC07648.jpg,https://www.wikidata.org/wiki/Q65115267,
